id,genre,title,author,purchase_price,purchase_date
3089, Novels,Infinite Jest,David Foster Wallace,10.18,10/08/2023
3090, Politics,The Prince,Niccolò Machiavelli,5.68,10/08/2023
3091, Drama,Hamlet,William Shakespeare,2.2,10/08/2023
3092, Poetry,Faust,Johann Wolfgang von Goethe,6.32,10/08/2023
3093, Chick Lit,Anna and the French Kiss,Stephanie Perkins,3.11,10/08/2023
3094, Science Fiction Fantasy,A Feast for Crows,George R.R. Martin,5,10/08/2023
3095, Fiction,The Angel Experiment,James Patterson,3.43,10/08/2023
3096, Science Fiction,Matched,Ally Condie,1.64,10/08/2023
3097, Mystery,Flowers in the Attic,V.C. Andrews,8.77,10/08/2023
3098, Canada,The Shipping News,Annie Proulx,1.29,10/08/2023
3099, World War II,Unbroken: A World War II Story of Survival,Laura Hillenbrand,1.15,10/08/2023
3100, Young Adult,The Chosen,Chaim Potok,2,10/08/2023
3101, Humor,High Fidelity,Nick Hornby,2.58,10/08/2023
3102, War,All the Light We Cannot See,Anthony Doerr,4.45,10/08/2023
3103, Mystery,Houdini Heart,Ki Longfellow,4.58,10/08/2023
3104, Middle Grade,Artemis Fowl,Eoin Colfer,4.97,10/08/2023
3105, Young Adult,Pippi Longstocking,Astrid Lindgren,6.7,10/08/2023
3106, Short Stories,The Tales of Beedle the Bard,J.K. Rowling,1.79,10/08/2023
3107, Young Adult,The Virgin Suicides,Jeffrey Eugenides,2.67,10/08/2023
3108, Classics,The Reader,Bernhard Schlink,3.16,10/08/2023
3109, Adult,Nineteen Minutes,Jodi Picoult,2.66,10/08/2023
3110, Fiction,The House of Hades,Rick Riordan,8,10/08/2023
3111, Adventure,Shantaram,Gregory David Roberts,5.97,10/08/2023
3112, Crime,The Devil in the White City: Murder,Erik Larson,6.78,10/08/2023
3113, Romance,Redeeming Love,Francine Rivers,3.81,10/08/2023
3114, Romance,The Age of Innocence,Edith Wharton,3.77,10/08/2023
3115, Romance,The Host,Stephenie Meyer,3.89,10/08/2023
3116, Mystery Thriller,The Lost Symbol,Dan Brown,0.85,10/08/2023
3117, Paranormal,Betrayed,P.C. Cast,3.38,10/08/2023
3118, Literature,The Grapes of Wrath,John Steinbeck,27.35,10/08/2023
3119, Historical Fiction,Northanger Abbey,Jane Austen,0.85,10/08/2023
3120, Young Adult,The Voyage of the Dawn Treader,C.S. Lewis,7.83,10/08/2023
3121, Ireland,Dubliners,James Joyce,2.74,10/08/2023
3122, Paranormal Romance,Lover Awakened,J.R. Ward,2.5,10/08/2023
3123, New Adult,A Court of Thorns and Roses,Sarah J. Maas,18.9,10/08/2023
3124, Adult Fiction,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,1.71,10/08/2023
3125, Literature,The Waste Land,T.S. Eliot,5.26,10/08/2023
3126, Paranormal,Untamed,P.C. Cast,2.87,10/08/2023
3127, Novels,Everything Is Illuminated,Jonathan Safran Foer,1.45,10/08/2023
3128, Magic,Crown of Midnight,Sarah J. Maas,18.19,10/08/2023
3129, Biography,I Know Why the Caged Bird Sings,Maya Angelou,4.64,10/08/2023
3130, Short Stories,I Robot,Isaac Asimov,8.99,10/08/2023
3131, Romance,The Twilight Collection,Stephenie Meyer,28.05,10/08/2023
3132, School,The Pearl,John Steinbeck,12.38,10/08/2023
3133, Fantasy,The One,Kiera Cass,3.39,10/08/2023
3134, Literature,The Jungle,Upton Sinclair,2.94,10/08/2023
3135, Paranormal,Carrie,Stephen King,7.01,10/08/2023
3136, Historical,Snow Falling on Cedars,David Guterson,1.79,10/08/2023
3137, Fiction,Voyager,Diana Gabaldon,5.97,10/08/2023
3138, Historical,I Claudius,Robert Graves,3.38,10/08/2023
3139, Magic,Heir of Fire,Sarah J. Maas,8.99,10/08/2023
3140, Essays,Me Talk Pretty One Day,David Sedaris,1.44,10/08/2023
3141, Paranormal,Chosen,P.C. Cast,1.79,10/08/2023
3142, Historical Fiction,A Room with a View,E.M. Forster,9.24,10/08/2023
3143, 19th Century,Bleak House,Charles Dickens,5.51,10/08/2023
3144, Politics,The Republic,Plato,2.85,10/08/2023
3145, Young Adult,The Last Battle,C.S. Lewis,1.79,10/08/2023
3146, Paranormal,The Exorcist,William Peter Blatty,6.49,10/08/2023
3147, Drama,The Elephant Tree,R.D. Ronald,5.42,10/08/2023
3148, Young Adult,Coraline,Neil Gaiman,11.55,10/08/2023
3149, Literature,Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,3.56,10/08/2023
3150, Fiction,The 5th Wave,Rick Yancey,1.64,10/08/2023
3151, Paranormal,The Iron King,Julie Kagawa,3.81,10/08/2023
3152, Novels,Quantum Roots II: Worm Holes,Kyle Keyes,14.36,10/08/2023
3153, Romance,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,19.17,10/08/2023
